sl.no,Pick_Time
2978,17.387585
2979,23.847256
2980,13.44913
2981,18.071548
2982,13.704142
2983,14.128459
2984,17.08181
2985,17.793808
2986,19.544334
2987,9.433854
2988,12.612269
2989,15.422425
2990,13.465217
2991,36.794235
2992,13.924221
2993,9.5533285
2994,12.279249
2995,12.547149
2996,13.683427
2997,26.027203
2998,12.186149
2999,8.543336
3000,8.37458
3001,9.803325
3002,13.475229
3003,13.712434
3004,17.893368
3005,13.8863
3006,28.90237
3007,12.005769
3008,14.774766
3009,7.7580576
3010,21.149265
3011,31.048424
3012,16.803364
3013,17.051834
3014,13.050428
3015,14.784458
3016,12.03406
3017,17.285797
3018,15.778355
3019,11.068946
3020,40.578876
3021,12.811122
3022,15.346984
3023,17.757656
3024,8.510408
3025,23.78798
3026,9.796351
3027,18.231457
3028,16.940853
3029,9.110301
3030,9.4745245
3031,11.696162
3032,12.067309
3033,13.585624
3034,13.426435
3035,12.773466
3036,12.710624
3037,11.005256
3038,11.562001
3039,13.89412
3040,16.579525
3041,15.532828
3042,19.168056
3043,21.649258
3044,12.598117
3045,13.275382
3046,38.10527
3047,16.576431
3048,14.710919
3049,18.549564
3050,13.603047
3051,16.024063
3052,20.145752
3053,12.185517
3054,9.691019
3055,13.097014
3056,16.282116
3057,12.823729
3058,15.621396
3059,11.847932
3060,15.243354
3061,16.824871
3062,14.902315
3063,15.978713
3064,14.365743
3065,17.38802
3066,14.142563
3067,20.109867
3068,11.171369
3069,15.328042
3070,9.379813
3071,23.00589
3072,11.47198
3073,16.099365
3074,15.115165
3075,18.705635
3076,10.381856
3077,10.332988
3078,13.746276
3079,21.205914
3080,13.014858
3081,8.010542
3082,18.52137
3083,30.110329
3084,9.486284
3085,21.052105
3086,15.697967
3087,10.8054905
3088,11.292177
3089,13.303398
3090,13.1175375
3091,18.28994
3092,31.236115
3093,23.155159
3094,11.813952
3095,9.046811
3096,16.761147
3097,17.68338
3098,13.211442
3099,11.902545
3100,14.479158
3101,15.793787
3102,16.214104
3103,13.348138
3104,13.844464
3105,13.070974
3106,19.103317
3107,22.242443
3108,15.686361
3109,13.576786
3110,14.259465
3111,18.38992
3112,10.723569
3113,13.868648
3114,24.64442
3115,12.886651
3116,14.527547
3117,17.415188
3118,18.211037
3119,24.17683
3120,17.598583
3121,11.8893
3122,21.664509
3123,35.640503
3124,10.708394
3125,24.489677
3126,12.362174
3127,13.351007
3128,18.870724
3129,17.609192
3130,16.526848
3131,12.125045
3132,15.033666
3133,18.100746
3134,15.655528
3135,12.058213
3136,10.987757
3137,11.539668
3138,13.003692
3139,17.311478
3140,15.713172
3141,19.191921
3142,11.474014
3143,25.841919
3144,16.284616
3145,13.982609
3146,16.176113
3147,13.744063
3148,25.9682
3149,12.639572
3150,10.968465
3151,15.148084
3152,19.26287
3153,18.26204
3154,15.506717
3155,9.135768
3156,15.64767
3157,13.498301
3158,12.11082
3159,14.28931
3160,13.40067
3161,14.106446
3162,6.4185243
3163,6.520236
3164,12.90875
3165,8.144964
3166,17.277607
3167,12.513465
3168,14.419286
3169,11.747231
3170,14.667265
3171,14.736167
3172,28.260162
3173,20.218464
3174,12.442331
3175,10.459958
3176,13.942208
3177,10.695727
3178,14.243435
3179,14.826536
3180,14.851522
3181,9.856191
3182,16.113054
3183,20.264576
3184,14.14048
3185,9.179463
3186,12.488862
3187,9.680356
3188,18.424904
3189,9.864011
3190,9.3259325
3191,21.530891
3192,17.338799
3193,16.510372
3194,59.12078
3195,17.78563
3196,11.06083
3197,15.851071
3198,15.647599
3199,17.878128
3200,7.145718
3201,17.086258
3202,19.013424
3203,21.430141
3204,18.747269
3205,19.51144
3206,14.876744
3207,12.883935
3208,11.237465
3209,8.407776
3210,17.260323
3211,19.701656
3212,20.73114
3213,26.119556
3214,12.789012
3215,14.303214
3216,13.677413
3217,11.3080015
3218,11.310511
3219,12.848798
3220,13.343461
3221,25.118004
3222,6.9964323
3223,11.5276575
3224,10.880453
3225,13.861882
3226,14.5060835
3227,18.295082
3228,6.4430094
3229,18.867085
3230,11.923755
3231,13.88527
3232,22.85765
3233,19.755196
3234,13.144735
3235,21.765514
3236,14.1194105
3237,12.699626
3238,19.68002
3239,20.752571
3240,14.187327
3241,10.36168
3242,16.349775
3243,11.745877
3244,11.181848
3245,14.449325
3246,14.497012
3247,14.860385
3248,18.608936
3249,14.885571
3250,12.141056
3251,16.70604
3252,8.453415
3253,13.437462
3254,12.735385
3255,16.719414
3256,16.050156
3257,24.60456
3258,10.795171
3259,16.498304
3260,14.081544
3261,11.463642
3262,12.353978
3263,17.28984
3264,14.26011
3265,19.333717
3266,7.989841
3267,12.750657
3268,13.011901
3269,17.74831
3270,10.341106
3271,7.921732
3272,7.0382457
3273,9.630878
3274,15.1617365
3275,18.671154
3276,8.326699
3277,14.119152
3278,8.006845
3279,18.44498
3280,12.577841
3281,8.743891
3282,12.161237
3283,10.765379
3284,7.008011
3285,10.930336
3286,17.613022
3287,10.510995
3288,10.929554
3289,16.399902
3290,11.386201
3291,14.327933
3292,18.335583
3293,16.00169
3294,22.33458
3295,9.761437
3296,12.847642
3297,5.4297676
3298,12.708453
3299,16.390171
3300,13.8529005
3301,16.422192
3302,15.382737
3303,18.112034
3304,16.162132
3305,9.165099
3306,16.302143
3307,6.3925686
3308,12.82101
3309,16.485722
3310,20.277588
3311,19.57816
3312,9.612207
3313,19.569492
3314,16.179737
3315,18.546795
3316,17.190067
3317,19.439789
3318,9.811288
3319,14.582875
3320,13.836637
3321,12.780368
3322,8.945093
3323,20.321102
3324,14.57409
3325,11.18324
3326,18.312244
3327,16.299103
3328,13.213879
3329,18.450985
3330,10.741899
3331,14.186902
3332,20.426418
3333,11.930975
3334,9.6715145
3335,12.093168
3336,15.686993
3337,10.722245
3338,18.463764
3339,16.112965
3340,21.38596
3341,25.994644
3342,11.206861
3343,14.676114
3344,11.52539
3345,14.9278965
3346,28.087276
3347,20.314472
3348,9.376523
3349,10.600122
3350,19.783451
3351,18.839016
3352,14.173917
3353,19.156536
3354,15.490136
3355,18.719841
3356,16.553337
3357,23.53106
3358,11.930562
3359,11.838313
3360,8.699723
3361,14.847524
3362,11.829658
3363,33.869507
3364,21.016445
3365,18.034355
3366,17.454609
3367,11.937971
3368,17.762291
3369,18.930794
3370,21.805573
3371,12.312028
3372,9.517394
3373,10.085198
3374,15.461532
3375,15.732711
3376,10.853866
3377,26.382092
3378,9.02927
3379,12.547832
3380,14.72301
3381,12.887769
3382,12.370902
3383,13.107752
3384,11.293504
3385,15.531522
3386,12.576135
3387,11.793305
3388,14.650874
3389,23.93806
3390,10.850477
3391,20.634907
3392,15.626842
3393,13.557437
3394,15.726024
3395,11.0805855
3396,11.184147
3397,16.119602
3398,14.492616
3399,13.142371
3400,8.698038
3401,14.393359
3402,12.73142
3403,16.933315
3404,10.312624
3405,14.65286
3406,10.048755
3407,15.951066
3408,11.853226
3409,25.16409
3410,21.071709
3411,17.949326
3412,14.645485
3413,14.021249
3414,12.689556
3415,16.266983
3416,9.562928
3417,13.728111
3418,11.781812
3419,19.00425
3420,28.06364
3421,24.419456
3422,7.669343
3423,12.068552
3424,9.890054
3425,7.1900854
3426,10.8341465
3427,14.828914
3428,21.690762
3429,9.084929
3430,15.542929
3431,15.693843
3432,9.997475
3433,13.529967
3434,13.351017
3435,13.071952
3436,21.35646
3437,23.503258
3438,10.472068
3439,12.135026
3440,9.367529
3441,20.795593
3442,30.063297
3443,22.264122
3444,13.467427
3445,15.607769
3446,16.258137
3447,8.528391
3448,18.796349
3449,18.304306
3450,18.343452
3451,14.145358
3452,13.478145
3453,12.092423
3454,12.63434
3455,11.549228
3456,11.224759
3457,13.718326
3458,12.498147
3459,11.256743
3460,8.639921
3461,25.025108
3462,9.927678
3463,22.856728
3464,12.211145
3465,15.38095
3466,20.441029
3467,12.819817
3468,15.718181
3469,14.817145
3470,17.430283
3471,12.28951
3472,17.603306
3473,11.776728
3474,12.520752
3475,15.773543
3476,22.153381
3477,10.796046
3478,15.925326
3479,14.057975
3480,31.554146
3481,10.100155
3482,13.990937
3483,15.708645
3484,14.599496
3485,17.013966
3486,17.32539
3487,20.955288
3488,19.459648
3489,11.181393
3490,16.675713
3491,22.917957
3492,11.902032
3493,11.24194
3494,15.462552
3495,18.580425
3496,17.952648
3497,9.1258135
3498,13.573369
3499,8.543176
3500,15.614105
3501,14.364974
3502,10.642177
3503,14.853265
3504,11.942366
3505,31.41124
3506,16.406147
3507,21.37043
3508,11.470104
3509,14.294524
3510,8.392765
3511,24.798206
3512,22.349186
3513,9.9441805
3514,14.583635
3515,15.228129
3516,11.635337
3517,6.9554625
3518,11.377156
3519,5.111877
3520,22.514687
3521,13.660706
3522,12.154747
3523,22.507187
3524,10.962601
3525,14.324574
3526,11.887307
3527,17.23093
3528,16.849705
3529,13.814349
3530,17.368752
3531,12.656273
3532,10.250971
3533,12.819173
3534,12.40521
3535,17.32743
3536,13.493846
3537,14.765404
3538,11.665288
3539,25.8471
3540,23.535473
3541,12.216014
3542,11.813939
3543,19.973354
3544,15.577075
3545,15.034711
3546,15.760393
3547,11.567766
3548,10.665015
3549,16.022217
3550,16.49707
3551,9.741756
3552,11.914519
3553,16.239067
3554,11.225306
3555,13.184844
3556,18.104156
3557,25.359344
3558,27.778042
3559,12.284417
3560,14.180455
3561,25.678116
3562,12.911213
3563,14.841531
3564,11.981287
3565,13.2894945
3566,23.146778
3567,17.66278
3568,20.8774
3569,11.891872
3570,19.356323
3571,31.320545
3572,12.612782
3573,18.048038
3574,16.223614
3575,8.245384
3576,6.6024523
3577,14.462949
3578,15.172847
3579,25.303673
3580,17.216454
3581,11.985472
3582,15.444562
3583,22.719898
3584,14.489604
3585,21.762775
3586,19.220242
3587,15.241432
3588,15.35311
3589,15.860639
3590,15.717172
3591,31.208416
3592,19.545162
3593,6.834799
3594,11.528165
3595,10.023899
3596,19.211174
3597,10.293833
3598,16.997738
3599,11.282321
3600,14.211225
3601,12.209707
3602,19.202274
3603,17.693825
3604,15.306243
3605,18.58155
3606,16.72863
3607,20.04914
3608,15.726419
3609,13.379023
3610,11.233146
3611,13.200599
3612,21.191967
3613,18.862675
3614,12.833041
3615,15.301651
3616,12.355443
3617,12.260367
3618,14.992194
3619,12.374756
3620,14.338811
3621,12.302007
3622,10.286087
3623,11.117049
3624,9.225392
3625,13.619095
3626,18.867825
3627,12.974656
3628,16.93053
3629,14.907029
3630,20.827602
3631,14.48909
3632,15.736985
3633,11.896042
3634,19.988579
3635,14.307433
3636,15.780715
3637,15.483147
3638,9.971719
3639,17.715946
3640,19.392529
3641,11.338712
3642,11.99001
3643,14.223376
3644,17.611301
3645,16.624508
3646,18.02467
3647,13.888074
3648,15.409579
3649,8.326494
3650,14.98736
3651,10.336403
3652,18.098011
3653,14.036242
3654,12.035316
3655,13.747478
3656,16.28491
3657,14.76559
3658,19.04192
3659,15.340576
3660,20.969978
3661,22.808681
3662,14.941844
3663,18.116795
3664,10.953543
3665,19.800854
3666,14.875759
3667,19.477646
3668,14.370855
3669,14.800154
3670,12.581844
3671,14.081496
3672,13.923373
3673,9.215465
3674,17.139275
3675,17.126202
3676,20.692482
3677,19.227928
3678,11.160319
3679,11.166968
3680,20.252403
3681,13.629954
3682,16.001423
3683,10.900473
3684,12.193292
3685,29.322258
3686,17.159805
3687,10.701087
3688,13.355708
3689,7.5393486
3690,11.271575
3691,11.389058
3692,13.078781
3693,14.58421
3694,13.236448
3695,14.872199
3696,15.379693
3697,12.139586
3698,8.481586
3699,14.748025
3700,18.7421
3701,14.63391
3702,12.596438
3703,14.71423
3704,9.665405
3705,19.722237
3706,13.184844
3707,17.109074
3708,15.93011
3709,9.4509325
3710,11.815864
3711,11.168794
3712,11.639814
3713,13.718903
3714,9.867478
3715,14.164181
3716,14.452833
3717,17.724327
3718,12.241489
3719,15.819484
3720,21.85577
3721,9.540427
3722,15.715869
3723,19.367092
3724,9.17907
3725,11.138057
3726,12.944574
3727,17.744343
3728,11.6445
3729,19.56107
3730,14.647222
3731,19.079453
3732,11.554406
3733,11.882419
3734,24.234241
3735,13.667123
3736,16.070435
3737,13.370649
3738,13.863084
3739,10.010004
3740,27.004852
3741,9.212352
3742,15.271604
3743,11.621172
3744,14.567622
3745,13.7880125
3746,14.0890875
3747,14.801906
3748,17.098225
3749,13.352251
3750,16.825111
3751,19.639439
3752,19.109665
3753,8.821008
3754,11.873057
3755,15.034859
3756,21.023766
3757,12.412827
3758,14.074211
3759,24.38197
3760,16.871643
3761,15.488678
3762,14.866271
3763,14.879557
3764,13.230069
3765,11.486218
3766,16.45959
3767,11.513249
3768,11.272449
3769,15.987675
3770,12.768336
3771,42.295895
3772,9.325204
3773,13.906347
3774,10.611376
3775,17.77761
3776,11.43018
3777,15.099328
3778,5.919506
3779,12.589604
3780,14.694846
3781,11.091609
3782,16.5508
3783,9.918765
3784,14.82545
3785,18.245636
3786,7.1118913
3787,14.688981
3788,10.926051
3789,12.005275
3790,12.775632
3791,16.660542
3792,11.406123
3793,15.6283
3794,9.838212
3795,14.909312
3796,8.212759
3797,9.503101
3798,14.647243
3799,11.204494
3800,11.210786
3801,17.87376
3802,12.390236
3803,14.228286
3804,17.969913
3805,11.811498
3806,14.599158
3807,17.6786
3808,29.620197
3809,14.812495
3810,9.529375
3811,15.043671
3812,11.788156
3813,8.452171
3814,20.261536
3815,9.370772
3816,13.729108
3817,18.65263
3818,16.8847
3819,10.530889
3820,21.006657
3821,14.981053
3822,17.299389
3823,12.169369
3824,18.988045
3825,15.3971815
3826,12.674595
3827,17.856129
3828,15.573651
3829,12.279215
3830,13.5968485
3831,13.50154
3832,13.639795
3833,13.952937
3834,14.976514
3835,20.118668
3836,24.212688
3837,17.590588
3838,11.031573
3839,12.355278
3840,12.483055
3841,8.477427
3842,19.163624
3843,10.771226
3844,18.425728
3845,15.3473625
3846,19.288563
3847,10.672826
3848,11.0034
3849,7.0869527
3850,15.441975
3851,17.85461
3852,21.506138
3853,9.548411
3854,14.9937
3855,18.776203
3856,11.540297
3857,9.854398
3858,12.873019
3859,14.525919
3860,22.343079
3861,22.513851
3862,11.737541
3863,13.797529
3864,12.030895
3865,13.998347
3866,14.60064
3867,10.675181
3868,10.111983
3869,8.789719
3870,17.01809
3871,13.39219
3872,12.230594
3873,12.008272
3874,13.677936
3875,13.604943
3876,14.827501
3877,13.917012
3878,15.611556
3879,20.365795
3880,11.305339
3881,17.079327
3882,24.687347
3883,10.585391
3884,13.498416
3885,10.084298
3886,8.507081
3887,10.307517
3888,21.22343
3889,12.814945
3890,12.497849
3891,19.792892
3892,16.261711
3893,10.232463
3894,19.472073
3895,21.067753
3896,14.534736
3897,12.819818
3898,11.230143
3899,12.259133
3900,13.756162
3901,15.336282
3902,15.344867
3903,11.815526
3904,13.855336
3905,14.273099
3906,19.172188
3907,15.838872
3908,16.702583
3909,8.993691
3910,10.302458
3911,9.515215
3912,13.184043
3913,14.453862
3914,13.206084
3915,19.923706
3916,13.00746
3917,19.22678
3918,11.565731
3919,12.364977
3920,13.184844
3921,10.6014385
3922,10.084815
3923,10.802915
3924,9.252721
3925,11.423232
3926,16.49894
3927,10.895192
3928,7.1060014
3929,23.445412
3930,13.415446
3931,11.527091
3932,16.777657
3933,12.941735
3934,11.230037
3935,23.174885
3936,18.996574
3937,12.785529
3938,11.728191
3939,19.64542
3940,27.255272
3941,11.161729
3942,10.623172
3943,14.8369
3944,51.292233
3945,19.43871
3946,16.9488
3947,10.350955
3948,14.937354
3949,9.591701
3950,16.231462
3951,23.325077
3952,4.8763986
3953,9.815604
3954,19.256649
3955,14.141717
3956,17.51564
3957,12.422906
3958,18.393429
3959,6.704254
3960,16.416138
3961,12.465211
3962,15.312953
3963,13.633537
3964,19.272224
3965,25.12484
3966,19.453686
3967,13.997207
3968,11.707799
3969,19.092651
3970,15.983484
3971,11.175948
3972,19.29834
3973,14.763729
3974,7.9944134
3975,33.1039
3976,13.694916
3977,11.828931
3978,13.177435
3979,17.61874
3980,16.014439
3981,11.481373
3982,17.126041
3983,11.728998
3984,14.310262
3985,19.794159
3986,16.301924
3987,9.688106
3988,21.443829
3989,18.849987
3990,17.639885
3991,16.655502
3992,18.322105
3993,11.692795
3994,10.341353
3995,17.054062
3996,10.962906
3997,15.6126375
3998,12.103122
3999,15.116574
4000,10.318827
4001,13.43044
4002,15.488362
4003,15.521586
4004,16.93581
4005,17.260445
4006,19.639538
4007,15.587953
4008,20.724216
4009,11.207231
4010,15.445804
4011,10.008014
4012,16.327969
4013,23.523216
4014,13.836709
4015,17.083649
4016,10.280091
4017,15.509549
4018,9.256648
4019,15.14594
4020,7.34885
4021,11.623312
4022,14.712823
4023,9.308275
4024,12.114739
4025,11.593941
4026,12.582957
4027,13.954155
4028,27.473122
4029,14.345139
4030,20.433273
4031,16.09475
4032,9.057199
4033,16.508083
4034,12.206672
4035,12.893833
4036,18.09439
4037,15.38599
4038,16.3386
4039,8.299267
4040,17.421635
4041,13.945538
4042,12.497045
4043,12.771234
4044,8.380833
4045,10.764207
4046,13.465222
4047,16.107681
4048,13.071673
4049,10.99459
4050,9.654441
4051,11.124278
4052,12.672969
4053,8.774984
4054,13.406122
4055,9.8848505
4056,21.601337
4057,13.076224
4058,15.532514
4059,20.857533
4060,17.042774
4061,23.286419
4062,12.575545
4063,17.678349
4064,13.666614
4065,15.527926
4066,14.29577
4067,12.493495
4068,12.38765
4069,7.5696363
4070,29.322735
4071,11.583028
4072,11.869561
4073,18.050014
4074,7.206073
4075,13.722194
4076,13.290666
4077,14.118161
4078,11.256498
4079,10.297791
4080,14.602994
4081,12.254748
4082,12.832526
4083,9.06051
4084,18.194454
4085,13.706059
4086,11.958272
4087,12.20207
4088,15.756183
4089,13.653293
4090,13.19765
4091,26.794907
4092,14.333637
4093,14.532633
4094,13.695684
4095,20.19136
4096,20.733982
4097,18.353489
4098,12.314432
4099,13.92465
4100,12.272543
4101,15.190936
4102,21.90873
4103,15.289336
4104,30.993584
4105,13.907596
4106,21.879532
4107,11.343611
4108,13.6326685
4109,23.47919
4110,16.203457
4111,7.5036287
4112,15.979211
4113,12.967631
4114,14.398303
4115,14.645219
4116,11.389979
4117,19.204441
4118,11.509163
4119,14.837544
4120,16.08207
4121,14.31725
4122,14.756413
4123,11.458457
4124,10.925239
4125,13.353156
4126,12.654012
4127,19.044601
4128,13.983426
4129,19.913074
4130,12.811585
4131,18.555542
4132,7.5581074
4133,19.671085
4134,16.028568
4135,17.510918
4136,15.164296
4137,11.943692
4138,11.530887
4139,13.182086
4140,14.353314
4141,12.969469
4142,12.292535
4143,14.2818
4144,8.808277
4145,16.432796
4146,16.363556
4147,17.80954
4148,20.596912
4149,9.471011
4150,14.987065
4151,14.261613
4152,17.008934
4153,10.977334
4154,9.546739
4155,16.623894
4156,20.64014
4157,16.50225
4158,16.59816
4159,16.228775
4160,17.99261
4161,14.205859
4162,14.460531
4163,9.891213
4164,14.718146
4165,9.357118
4166,16.756325
4167,21.699097
4168,9.15024
4169,10.757168
4170,49.55428
4171,14.368167
4172,22.04668
4173,19.574078
4174,13.921294
4175,20.459133
4176,17.244125
4177,21.12727
4178,10.3917
4179,11.812406
4180,20.769588
4181,12.6849
4182,8.789675
4183,12.003983
4184,10.639873
4185,24.45131
4186,17.78925
4187,27.175674
4188,12.953591
4189,10.182681
4190,9.420667
4191,15.114342
4192,27.621025
4193,10.328628
4194,22.460812
4195,17.838219
4196,16.686462
4197,13.915568
4198,14.206872
4199,14.969414
4200,11.2617445
4201,16.467255
4202,11.284814
4203,9.959874
4204,15.701446
4205,19.104462
4206,22.725792
4207,14.071307
4208,14.794829
4209,19.157627
4210,14.468631
4211,16.13242
4212,15.164431
4213,14.499217
4214,19.20274
4215,11.957937
4216,12.723905
4217,13.47705
4218,16.045033
4219,13.464662
4220,12.325507
4221,13.037662
4222,16.7359
4223,23.310455
4224,14.235183
4225,11.700566
4226,9.392073
4227,13.188357
4228,16.515299
4229,17.413593
4230,16.70805
4231,21.239532
4232,14.001771
4233,8.444196
4234,12.439502
4235,13.663363
4236,16.726433
4237,13.795283
4238,17.884136
4239,13.353566
4240,17.079174
4241,53.594685
4242,24.630531
4243,20.188541
4244,10.646324
4245,18.861584
4246,6.0983777
4247,14.465061
4248,18.154278
4249,13.013451
4250,16.330154
4251,12.391181
4252,27.870644
4253,10.828748
4254,14.9815
4255,15.810854
4256,16.579628
4257,16.829613
4258,10.385595
4259,13.799415
4260,10.30376
4261,10.118979
4262,8.050951
4263,11.430816
4264,13.468338
4265,9.741492
4266,16.316305
4267,14.955154
4268,16.903835
4269,13.807384
4270,10.923106
4271,14.365537
4272,22.35154
4273,18.727707
4274,17.504883
4275,11.787261
4276,16.219568
4277,20.19558
4278,15.156202
4279,14.050313
4280,16.75103
4281,12.270221
4282,10.7619705
4283,16.25491
4284,14.135383
4285,18.195358
4286,11.833278
4287,10.591302
4288,16.715656
4289,11.580703
4290,19.723423
4291,16.260563
4292,14.047421
4293,18.796528
4294,8.214366
4295,14.650908
4296,19.112251
4297,14.241063
4298,6.548646
4299,9.877152
4300,18.52982
4301,11.021333
4302,22.950775
4303,13.274733
4304,15.32392
4305,21.230122
4306,9.9441805
4307,9.202783
4308,12.944158
4309,9.855647
4310,21.856834
4311,12.632407
4312,16.623013
4313,13.793824
4314,10.12481
4315,10.370152
4316,19.607841
4317,15.228701
4318,13.3199625
4319,26.037544
4320,13.22523
4321,6.6425686
4322,22.536816
4323,17.847767
4324,16.79295
4325,13.300957
4326,12.096134
4327,11.073251
4328,18.67574
4329,12.323644
4330,18.997341
4331,11.164763
4332,18.997456
4333,6.9482446
4334,11.121133
4335,9.772082
4336,16.023014
4337,15.797473
4338,11.717563
4339,13.740108
4340,15.702212
4341,11.866682
4342,14.364388
4343,12.804147
4344,15.44049
4345,10.264926
4346,9.702287
4347,12.162724
4348,27.59695
4349,16.531582
4350,15.446036
4351,14.138683
4352,15.910983
4353,14.663556
4354,12.011662
4355,10.55474
4356,10.29832
4357,12.073191
4358,23.41404
4359,12.982977
4360,30.44735
4361,13.3619795
4362,11.802955
4363,18.695305
4364,12.5829935
4365,26.802795
4366,14.37893
4367,15.919111
4368,7.106002
4369,22.908527
4370,13.186083
4371,21.103031
4372,19.085995
4373,12.409595
4374,15.588238
4375,12.388967
4376,6.759946
4377,7.002042
4378,12.310348
4379,19.941849
4380,12.466527
4381,10.922626
4382,11.753504
4383,10.007045
4384,22.608875
4385,25.171318
4386,21.892174
4387,14.496189
4388,12.018313
4389,13.72066
4390,15.632626
4391,10.084334
4392,21.17144
4393,16.238052
4394,13.9977045
4395,12.008872
4396,19.79353
4397,12.866374
4398,21.251877
4399,12.9859495
4400,13.906253
4401,9.179242
4402,17.358192
4403,6.410243
4404,13.6044855
4405,10.250355
4406,13.373429
4407,11.797662
4408,14.354978
4409,12.279891
4410,14.396581
4411,9.491818
4412,11.96759
4413,11.707871
4414,12.167948
4415,13.688437
4416,20.043087
4417,16.160076
4418,10.312748
4419,22.933662
4420,20.600243
4421,19.150078
4422,13.990031
4423,9.561403
4424,11.78923
4425,18.973919
4426,15.396212
4427,8.663192
4428,15.349579
4429,17.076794
4430,5.300089
4431,11.133025
4432,19.587273
4433,18.995857
4434,17.735989
4435,17.723274
4436,12.206382
4437,18.235733
4438,10.4339485
4439,12.202694
4440,19.009857
4441,13.1926775
4442,18.409214
4443,10.78792
4444,4.506201
4445,10.9275255
4446,27.607838
4447,13.698075
4448,10.397944
4449,12.675628
4450,13.10424
4451,17.357708
4452,14.870735
4453,13.023084
4454,15.982367
4455,19.750778
4456,22.439068
4457,14.41564
4458,14.790772
4459,12.888622
4460,24.084774
4461,19.423225
4462,14.187327
4463,16.124588
4464,10.506951
4465,13.696867
4466,14.667019
4467,11.406537
4468,8.186794
4469,45.921078
4470,17.690498
4471,15.590181
4472,17.04132
4473,14.375575
4474,13.27483
4475,13.807069
4476,14.644226
4477,15.686446
4478,8.23262
4479,12.933764
4480,13.442826
4481,13.368379
4482,16.134449
4483,11.5621195
4484,13.913537
4485,19.71513
4486,11.471845
4487,16.563435
4488,12.84896
4489,18.79723
4490,12.407833
4491,18.146496
4492,12.012542
4493,14.806111
4494,15.079118
4495,13.565379
4496,26.275864
4497,12.715215
4498,47.71129
4499,13.305692
4500,14.383399
4501,11.641082
4502,18.25415
4503,11.709813
4504,13.034272
4505,15.214942
4506,20.120876
4507,16.843002
4508,11.272603
4509,15.655942
4510,13.482276
4511,20.184078
4512,17.865845
4513,6.802837
4514,11.73146
4515,16.595482
4516,17.420174
4517,17.744278
4518,7.5387673
4519,21.906048
4520,6.583412
4521,9.97536
4522,13.755287
4523,15.932174
4524,14.151896
4525,16.7029
4526,18.081974
4527,9.9359045
4528,11.401073
4529,9.693932
4530,12.84327
4531,10.336933
4532,14.625659
4533,11.222245
4534,14.341845
4535,9.817208
4536,7.7811556
4537,12.322164
4538,13.979822
4539,15.743499
4540,12.405219
4541,15.080335
4542,18.41922
4543,13.942334
4544,23.367374
4545,15.811387
4546,11.96043
4547,15.495893
4548,14.510823
4549,15.344581
4550,13.5631695
4551,18.488693
4552,14.519731
4553,20.893677
4554,16.841309
4555,7.5409107
4556,6.519658
4557,17.150082
4558,39.99094
4559,14.392013
4560,15.259135
4561,13.432995
4562,24.55275
4563,8.597328
4564,22.824532
4565,11.064431
4566,29.229633
4567,11.597865
4568,13.471482
4569,15.52752
4570,12.306415
4571,14.745263
4572,16.409218
4573,16.24236
4574,21.934326
4575,24.007801
4576,11.774829
4577,15.664939
4578,24.054054
4579,9.294318
4580,19.685474
4581,17.612236
4582,21.165058
4583,17.305119
4584,15.154456
4585,14.779157
4586,13.723202
4587,10.518302
4588,13.279546
4589,15.343806
4590,14.217093
4591,16.460773
4592,9.211245
4593,17.122055
4594,10.255317
4595,18.492764
4596,15.937022
4597,16.125282
4598,18.442318
4599,10.168204
4600,18.237461
4601,13.247834
4602,16.14468
4603,18.109905
4604,12.213664
4605,13.371057
4606,12.390075
4607,10.635444
4608,15.773822
4609,15.909937
4610,18.990631
4611,15.249803
4612,18.876537
4613,11.901139
4614,16.376526
4615,14.847955
4616,13.755387
4617,17.140007
4618,14.513
4619,21.993935
4620,14.786918
4621,11.51283
4622,14.4884615
4623,13.943254
4624,15.036059
4625,13.628236
4626,14.505629
4627,17.008713
4628,12.747971
4629,13.303303
4630,8.528073
4631,19.160694
4632,16.879116
4633,13.721899
4634,13.653688
4635,7.7726707
4636,10.542724
4637,19.268177
4638,10.939689
4639,18.722599
4640,18.691093
4641,20.369701
4642,16.700336
4643,17.797562
4644,20.451317
4645,15.241168
4646,12.209318
4647,12.538865
4648,9.712483
4649,13.320227
4650,21.003006
4651,17.886833
4652,12.914082
4653,16.07088
4654,17.710709
4655,18.091904
4656,10.237634
4657,19.344181
4658,17.117088
4659,9.408191
4660,20.81646
4661,11.159127
4662,10.563474
4663,20.187313
4664,23.169003
4665,11.732588
4666,10.580225
4667,20.61745
4668,9.125121
4669,9.662574
4670,12.808483
4671,20.343899
4672,17.026245
4673,23.433044
4674,11.9671335
4675,13.58044
4676,10.059323
4677,12.282964
4678,14.562489
4679,14.152813
4680,15.235347
4681,10.393554
4682,15.33954
4683,18.819878
4684,24.32306
4685,11.033084
4686,15.724182
4687,10.630732
4688,12.446107
4689,16.926758
4690,13.73895
4691,17.130093
4692,14.033673
4693,14.257687
4694,41.52811
4695,16.419617
4696,15.644738
4697,13.727954
4698,11.315841
4699,12.257497
4700,11.934133
4701,5.3329916
4702,21.028133
4703,8.139564
4704,15.521783
4705,18.810753
4706,12.166295
4707,17.218918
4708,18.468029
4709,14.631963
4710,12.148841
4711,19.948597
4712,15.258849
4713,12.510326
4714,15.90706
4715,11.365436
4716,11.523253
